iter	MultiClass
162	0.109459107
163	0.1088064503
164	0.1081943861
165	0.1076154546
166	0.1070696372
167	0.1065661736
168	0.1059401507
169	0.1054049645
170	0.1048784746
171	0.1044630337
172	0.1039411643
173	0.1034228417
174	0.1028973465
175	0.1024247435
176	0.1019296468
177	0.1014897104
178	0.1010505747
179	0.1005690342
180	0.1001079069
181	0.0996654525
182	0.0992694907
183	0.09884291605
184	0.09838605641
185	0.09792891162
186	0.09754606859
187	0.09711904241
188	0.09671656868
189	0.09637891049
190	0.09595703861
191	0.09558756981
192	0.09512151284
193	0.09476859875
194	0.09440009014
195	0.09404289837
196	0.09369159227
197	0.0933418016
198	0.09303626699
199	0.09269542329
200	0.09230203398
201	0.09194794271
202	0.09163168013
203	0.09129152321
204	0.0909789798
205	0.09070257451
206	0.09037554675
207	0.09007250987
208	0.08979816826
209	0.08951275309
210	0.08920062745
211	0.08889091958
212	0.08863091134
213	0.0884011956
214	0.08815736068
215	0.08784330491
216	0.08760415486
217	0.08730596793
218	0.08702568354
219	0.08674048644
220	0.08651968727
221	0.08631185224
222	0.08603484338
223	0.08580557967
224	0.0855742599
225	0.08528944012
226	0.08508711557
227	0.08482288879
228	0.08463233837
229	0.08443403831
230	0.08421512651
231	0.08403289618
232	0.08382541043
233	0.08357902089
234	0.08338055088
235	0.08318495737
236	0.08299035812
237	0.08282459935
238	0.0826042708
239	0.08243803012
240	0.08221120852
241	0.08204623223
242	0.08179576069
243	0.08162883478
244	0.08146108037
245	0.08125895078
246	0.08110782092
247	0.08095315049
248	0.0808042269
249	0.08067135856
250	0.08041680933
251	0.08024027807
252	0.08008760159
253	0.07996272107
254	0.07977283264
255	0.07966186846
256	0.07946327975
257	0.07932732296
258	0.07919790252
259	0.07899093745
260	0.07887068086
261	0.07874456318
262	0.07859177729
263	0.07846741735
264	0.07832588614
265	0.07821175292
266	0.07805922286
267	0.07787880168
268	0.07769339739
269	0.07756099763
270	0.07740660361
271	0.07724105207
272	0.07712417292
273	0.07701042852
274	0.07688796583
275	0.07679210456
276	0.0766723499
277	0.07654602572
278	0.07644509178
279	0.07634414833
280	0.07618117587
281	0.07603369625
282	0.07592055941
283	0.07578034641
284	0.07569280598
285	0.07561455306
286	0.07551242822
287	0.07543829474
288	0.07534441995
289	0.07525999439
290	0.0751348115
291	0.07505775927
292	0.07495586881
293	0.07486880946
294	0.07472188368
295	0.0746440577
296	0.07456495765
297	0.07448893771
298	0.07439564787
299	0.07428955804
300	0.07419938353
301	0.07411954875
302	0.07406012553
303	0.07396111825
304	0.07388331927
305	0.07381409674
306	0.0736870424
307	0.07359143043
308	0.07352546318
309	0.07344159196
310	0.0733778803
311	0.07331482251
312	0.07324353993
313	0.07318357072
314	0.07307584308
315	0.07300722698
316	0.07294126965
317	0.07289269601
318	0.07282603643
319	0.07277095665
320	0.0726788022
321	0.07262927789
322	0.07256798694
323	0.07250836173
324	0.07243954129
325	0.07233351353
326	0.0722114215
327	0.07213066647
328	0.07200832661
329	0.07194819037
330	0.07181734314
331	0.07176514477
332	0.07169974905
333	0.07165239737
334	0.07158771329
335	0.07154135412
336	0.07144160837
337	0.0713399364
338	0.07130210991
339	0.07125666051
340	0.07120653765
341	0.07113286425
342	0.07102567271
343	0.07098367795
344	0.07093898174
345	0.07086702085
346	0.07083407234
347	0.07078751253
348	0.07071805764
349	0.07065519471
350	0.07061041272
351	0.07054530539
352	0.07048268549
353	0.07043955825
354	0.07038750652
355	0.07033716986
356	0.07025367227
357	0.07019482863
358	0.07015216985
359	0.07012200331
360	0.07009003773
361	0.07005632497
362	0.07000379658
363	0.06994234163
364	0.06990216256
365	0.06984108476
366	0.06979039426
367	0.06976342885
368	0.06969598753
369	0.0696688928
370	0.06962776952
371	0.06955800853
372	0.0695139252
373	0.06943743527
374	0.06939476496
375	0.0693229677
376	0.06922824872
377	0.06918119854
378	0.06914764571
379	0.06911527265
380	0.06908438421
381	0.06903976636
382	0.06900042575
383	0.06894134425
384	0.06891105325
385	0.06888179346
386	0.06879036542
387	0.0687391202
388	0.06870237169
389	0.06862178997
390	0.0685807283
391	0.06854091871
392	0.06851850723
393	0.06842844797
394	0.06837380586
395	0.06830988453
396	0.06828857402
397	0.06822099918
398	0.06819852658
399	0.06816844597
400	0.06814799288
401	0.06808708248
402	0.06806128386
403	0.0680270778
404	0.06799847779
405	0.06796388096
406	0.06791391037
407	0.06787830553
408	0.06784374266
409	0.06780019933
410	0.06777243401
411	0.06774936176
412	0.06772278641
413	0.06770451516
414	0.06768464507
415	0.06766361408
416	0.06761947555
417	0.06754863143
418	0.06753121431
419	0.06750668114
420	0.06747392952
421	0.06745301245
422	0.06742613101
423	0.06740306803
424	0.0673784867
425	0.06735473125
426	0.06731449258
427	0.06729896487
428	0.06725652956
429	0.06724001265
430	0.0671958785
431	0.06718097812
432	0.06711977948
433	0.06708654719
434	0.06707197522
435	0.06702604734
436	0.06701183858
437	0.06699427417
438	0.06697905285
439	0.06695728678
440	0.06694383225
441	0.06691987374
442	0.06687999262
443	0.06685442494
444	0.06679668035
445	0.06678379229
446	0.06675722776
447	0.0667092928
448	0.06667247674
449	0.06664197594
450	0.06662947116
451	0.06659404305
452	0.06658187754
453	0.06655768397
454	0.06652229029
455	0.06648804709
456	0.06646412968
457	0.06643008838
458	0.06637695143
459	0.0663653783
460	0.06635382649
461	0.06628887253
462	0.06625383971
463	0.0662200845
464	0.06618436621
465	0.06616228798
466	0.06611528706
467	0.06608950665
468	0.06605199078
469	0.06602487956
470	0.06599610377
471	0.06598517311
472	0.06596906129
473	0.06594432116
474	0.06591450778
475	0.0658842477
476	0.06587129038
477	0.06585471882
478	0.06582999836
479	0.06581616532
480	0.06579328655
481	0.06576025016
482	0.06573827218
483	0.06572234518
484	0.06570785705
485	0.06567868413
486	0.06565390352
487	0.06562769868
488	0.06558005277
489	0.06556151285
490	0.06555185858
491	0.06552399934
492	0.06549332825
493	0.06548393301
494	0.06547472446
495	0.06545100575
496	0.06544199045
497	0.06542647259
498	0.06541147401
499	0.06538515486
